AreaID,AreaName,ZoneId,ZoneName,Polygon,IsLive,ZoneType
163,"Dallas-Fort Worth, TX",3227,TX: Hebron,"POLYGON ((-96.9269028 33.049945, -96.9261325 32.9816531, -96.7948093 32.9835771, -96.794981 32.9962477, -96.8094865 33.0535421, -96.9178914 33.0585065, -96.9269028 33.049945))",true,null
163,"Dallas-Fort Worth, TX",3199,TX: Hutchins/Lancaster,"POLYGON ((-96.7929055 32.7658637, -96.7908455 32.695105, -96.8133332 32.6949605, -96.8104992 32.5799529, -96.7817927 32.5795336, -96.75783362954675 32.558200214391746, -96.66001306162043 32.56101835540214, -96.6912819 32.6517556, -96.7131609 32.7121768, -96.717486 32.7664638, -96.7929055 32.7658637))",true,null
163,"Dallas-Fort Worth, TX",3216,TX: Irving,"POLYGON ((-97.0599782 32.8033997, -97.0428768 32.8031281, -97.0198952 32.7886812, -96.9375286 32.7920457, -96.8773109 32.8020546, -96.8782572 32.822971, -96.9245352 32.8510957, -96.9906248 32.889159, -97.0439278 32.8569142, -97.0442731 32.8372985, -97.0622974 32.8372272, -97.0599782 32.8033997))",true,null
163,"Dallas-Fort Worth, TX",4962,TX: Krum,"POLYGON ((-97.156293 33.263194, -97.18958 33.311388, -97.261864 33.311388, -97.298007 33.259057, -97.261864 33.206695, -97.18958 33.206695, -97.177349 33.224418, -97.177658 33.263194, -97.156293 33.263194))",true,null
163,"Dallas-Fort Worth, TX",3228,TX: Lewisville,"POLYGON ((-96.9920747 33.0705151, -96.9960389 33.0769352, -97.0011015 33.0774467, -97.004263 33.0722051, -97.0301838 33.0595455, -97.0399685 32.9839812, -97.01623 32.9781256, -96.9259854 32.9592109, -96.9261325 32.9816531, -96.9269028 33.049945, -96.9970959 33.0672243, -96.9920747 33.0705151))",true,null
163,"Dallas-Fort Worth, TX",3201,TX: Mansfield,"POLYGON ((-97.2473021 32.638693, -97.1786376 32.568587, -97.175891 32.5231499, -97.0818568 32.5074692, -97.0596763 32.5234394, -97.0598479 32.5457266, -97.0536262 32.5562233, -97.0475752 32.5590512, -97.0490343 32.5629709, -97.0553864 32.5628531, -97.0552159 32.5655113, -97.0425135 32.5695253, -97.0407099 32.5789648, -97.0323821 32.5897059, -97.0358364 32.5953272, -97.0349993 32.609192, -97.0398494 32.618411, -97.0529828 32.6075658, -97.0601912 32.5914415, -97.0641393 32.5952017, -97.0670577 32.5995404, -97.0586469 32.6166028, -97.0622518 32.6200732, -97.0564147 32.6199291, -97.0519306 32.6252789, -97.0474462 32.626725, -97.0391633 32.6314959, -97.0301505 32.6293266, -97.0244859 32.6315676, -97.0177765 32.6385524, -97.0558997 32.6378979, -97.2473021 32.638693))",true,null
163,"Dallas-Fort Worth, TX",3223,TX: McKinney,"POLYGON ((-96.7637159 33.2006607, -96.7618276 33.1581332, -96.6981412 33.1513736, -96.6481887 33.1566603, -96.6269027 33.1672942, -96.61137472856204 33.158846712049495, -96.60433728889663 33.17479010070181, -96.60047077754515 33.18521574839801, -96.5857920292844 33.22144343678634, -96.60352397725386 33.22243074965329, -96.6251861 33.2302095, -96.65161480787589 33.23531153656869, -96.68023166707306 33.23370258179686, -96.7422592 33.2304967, -96.7637159 33.2006607))",true,null
163,"Dallas-Fort Worth, TX",3212,TX: Mesquite,"POLYGON ((-96.717486 32.7664638, -96.7131609 32.7121768, -96.61670098830814 32.659154487783574, -96.5452761 32.6974432, -96.51686968699815 32.74223132753209, -96.51433945413241 32.78020541364026, -96.5502614 32.7846879, -96.6079396 32.7939238, -96.7178029 32.7881515, -96.717486 32.7664638))",true,null
163,"Dallas-Fort Worth, TX",3217,TX: North Irving,"POLYGON ((-97.0437626 32.8950325, -97.0351314 32.8944769, -97.0334768 32.9158166, -97.0223473 32.9176216, -97.00717269550783 32.90310319350074, -96.9906248 32.889159, -96.9245352 32.8510957, -96.9245854 32.9308596, -96.9259854 32.9592109, -97.01623 32.9781256, -97.0431809 32.9273499, -97.0437626 32.8950325))",true,null
163,"Dallas-Fort Worth, TX",4961,TX: Northlake,"POLYGON ((-97.198354 33.153637, -97.270638 33.153637, -97.306781 33.101212, -97.296908 33.086885, -97.293337 33.086885, -97.267067 33.048755, -97.198354 33.048755, -97.162211 33.101212, -97.198354 33.153637))",true,null
163,"Dallas-Fort Worth, TX",3225,TX: Plano,"POLYGON ((-96.7590845 33.0933884, -96.7926637 33.0539737, -96.8094865 33.0535421, -96.794981 32.9962477, -96.6828807 32.9948634, -96.6531834 33.0525033, -96.6509517 33.0807751, -96.6932444 33.0832964, -96.7590845 33.0933884))",true,null
163,"Dallas-Fort Worth, TX",4824,TX: Princeton,"POLYGON ((-96.5850295502677 33.22188382179445, -96.45120613934418 33.199342996187276, -96.476380840409 33.134644488736036, -96.61064591275469 33.15831119486392, -96.5850295502677 33.22188382179445))",true,null
163,"Dallas-Fort Worth, TX",3219,TX: Richardson,"POLYGON ((-96.794981 32.9962477, -96.7948093 32.9835771, -96.7870846 32.8964177, -96.6902676 32.8961295, -96.6827537 32.9650027, -96.6828807 32.9948634, -96.794981 32.9962477))",true,null
163,"Dallas-Fort Worth, TX",3809,TX: Rockwall,"POLYGON ((-96.4758772750675 32.97419124287465, -96.45202095263134 32.9743562998354, -96.44265970236239 32.95491170146214, -96.43359303809095 32.93626681268938, -96.4266110732057 32.909721404042735, -96.4286645922896 32.889031150804904, -96.44673556022786 32.883857832333625, -96.46114299540106 32.848418472040365, -96.4792574673652 32.834596794263376, -96.48821666744868 32.87730452870149, -96.48410965704059 32.88928980899714, -96.48287755135628 32.901618297762006, -96.47363673294245 32.908299104554914, -96.47014574419221 32.91532418319221, -96.47630625775595 32.926959589437544, -96.49106256584555 32.950736454684865, -96.4758772750675 32.97419124287465))",true,null
163,"Dallas-Fort Worth, TX",3234,TX: Sansom Park/Melody Hills,"POLYGON ((-97.2620041 32.8500846, -97.4001915 32.8500846, -97.4425479 32.8497277, -97.4413463 32.8241985, -97.4528476 32.8054436, -97.4631473 32.8037122, -97.4537059 32.7944773, -97.4219485 32.7979405, -97.416627 32.7884164, -97.3891889 32.7708187, -97.3052465 32.7719734, -97.3050748 32.802135, -97.2620192 32.8021419, -97.2620041 32.8500846))",true,null
163,"Dallas-Fort Worth, TX",4911,TX: Seagoville,"POLYGON ((-96.543383 32.699964, -96.541666 32.702687, -96.541951 32.702687, -96.545276 32.697443, -96.611118 32.662148, -96.619453 32.649994, -96.58331 32.59727, -96.511025 32.59727, -96.474883 32.649994, -96.507437 32.697458, -96.543383 32.699964))",false,null
163,"Dallas-Fort Worth, TX",3202,TX: South Arlington,"POLYGON ((-97.2495489 32.7097209, -97.2477828 32.6506105, -97.2473021 32.638693, -97.0558997 32.6378979, -97.0569448 32.7097209, -97.2495489 32.7097209))",true,null
163,"Dallas-Fort Worth, TX",3210,TX: South Dallas,"POLYGON ((-96.9375286 32.7920457, -96.9375286 32.7276621, -96.9649945 32.6953084, -96.8133332 32.6949605, -96.7908455 32.695105, -96.7929055 32.7658637, -96.8084665 32.7659586, -96.8283792 32.7906387, -96.8773109 32.8020546, -96.9375286 32.7920457))",true,null
163,"Dallas-Fort Worth, TX",3203,TX: South Fort Worth,"POLYGON ((-97.3885022 32.726062, -97.3881589 32.7015085, -97.3205243 32.6716018, -97.320181 32.6497795, -97.3061352 32.6497908, -97.30493662830933 32.63004756393353, -97.26940588535598 32.62938512372693, -97.24966793888592 32.62987923339812, -97.2477828 32.6506105, -97.2495489 32.7097209, -97.2499715 32.7264952, -97.3885022 32.726062))",true,null
163,"Dallas-Fort Worth, TX",4730,TX: Terrell,"POLYGON ((-96.354290964020052 32.774953159460992, -96.355981168407709 32.718445338444738, -96.304429934584178 32.681820519682837, -96.238511963465555 32.681464865256153, -96.214426550941468 32.732309064702861, -96.240624718950116 32.774953159460992, -96.354290964020052 32.774953159460992))",true,null
163,"Dallas-Fort Worth, TX",3226,TX: The Colony,"POLYGON ((-96.9178914 33.0585065, -96.8094865 33.0535421, -96.7926637 33.0539737, -96.7590845 33.0933884, -96.76254 33.1262973, -96.8960889 33.1303741, -96.90494838867421 33.12682283829155, -96.91513925490923 33.128413246149314, -96.92157448326589 33.12573017288555, -96.93283087025956 33.1265204951224, -96.93805712374223 33.12186638016694, -96.9355125673532 33.109581050174135, -96.92644 33.0954179, -96.9222652 33.0802567, -96.92422281881846 33.07524819073814, -96.9178914 33.0585065))",true,null
163,"Dallas-Fort Worth, TX",3214,TX: University Park,"POLYGON ((-96.8371345 32.8959089, -96.8383362 32.8339084, -96.7191762 32.8291267, -96.6902676 32.8961295, -96.8371345 32.8959089))",true,null
163,"Dallas-Fort Worth, TX",3211,TX: Uptown Dallas,"POLYGON ((-96.8782572 32.822971, -96.8773109 32.8020546, -96.8283792 32.7906387, -96.8084665 32.7659586, -96.7929055 32.7658637, -96.717486 32.7664638, -96.7178029 32.7881515, -96.7191762 32.8291267, -96.8383362 32.8339084, -96.8782572 32.822971))",true,null
163,"Dallas-Fort Worth, TX",3200,TX: Waxahachie/Red Oak/Midlothian,"POLYGON ((-96.8538904 32.5798952, -96.89225728986949 32.57995733642146, -96.8955132331983 32.5479464449006, -96.90388796583647 32.53485838614123, -96.93263450163822 32.50755896200008, -96.9439182 32.5039427, -97.0183421 32.5048633, -97.0596763 32.5234394, -97.0818568 32.5074692, -97.0179987 32.4625806, -97.00040323550917 32.456797174195415, -96.98280333094146 32.444791736691606, -96.9694327285509 32.428739724972445, -96.9057322 32.4321595, -96.9033236 32.3824474, -96.85356738616402 32.35118191101446, -96.7766428 32.3811449, -96.78785398863639 32.44242827172517, -96.79423813144278 32.50710726648468, -96.75579107709898 32.55632487692936, -96.77171938300724 32.57053571297206, -96.7817927 32.5795336, -96.8104992 32.5799529, -96.8538904 32.5798952))",true,null
163,"Dallas-Fort Worth, TX",3232,TX: Westlake,"POLYGON ((-97.17377 33.019089, -97.174114 33.0283, -97.184756 33.033193, -97.184756 33.040101, -97.261958 33.041338, -97.293337 33.086885, -97.365621 33.086885, -97.401764 33.03442, -97.39149 33.0195, -97.451746 33.0195, -97.487889 32.966995, -97.451746 32.914459, -97.427846 32.914459, -97.424498 32.923269, -97.421544 32.931042, -97.411559 32.930943, -97.403506 32.930863, -97.392122 32.930831, -97.372072 32.930776, -97.371083 32.930778, -97.368234 32.930783, -97.368132 32.93093, -97.346167 32.93082, -97.343757 32.930824, -97.338787 32.930832, -97.333412 32.930804, -97.327346 32.930772, -97.315905 32.930781, -97.238535 32.929995, -97.22155 32.929822, -97.220039 32.897722, -97.178496 32.897109, -97.17921 32.914061, -97.180302 32.939979, -97.145962 33.002496, -97.16759 33.008725, -97.167247 33.015634, -97.17377 33.019089))",true,null
163,"Dallas-Fort Worth, TX",3206,TX: White Settlement,"POLYGON ((-97.51085823032223 32.76731692592155, -97.51718726100992 32.752534277043, -97.52141742434989 32.73377674812727, -97.4816035 32.7006655, -97.3881589 32.7015085, -97.3885022 32.726062, -97.3891889 32.7708187, -97.416627 32.7884164, -97.4332248 32.7846285, -97.4656688 32.7912669, -97.5056110293702 32.769964232497564, -97.51085823032223 32.76731692592155))",true,null
163,"Dallas-Fort Worth, TX",3221,TX: Wylie,"POLYGON ((-96.478264 32.970506, -96.475877 32.974191, -96.452021 32.974356, -96.450167 32.970506, -96.428563 32.970506, -96.416972 32.987347, -96.408233 32.987347, -96.383681 33.023009, -96.419824 33.075481, -96.492108 33.075481, -96.65024844496982 33.080167560091105, -96.65289377947684 33.051373991898814, -96.68197309918006 32.99496706794012, -96.68214693167081 32.96549899014499, -96.61693279172866 32.94898711125934, -96.51909615234469 32.947460521161844, -96.49116099143751 32.95146886221582, -96.478264 32.970506))",true,null
163,"Dallas-Fort Worth, TX",3213,TX: Zacha Junction,"POLYGON ((-96.6902676 32.8961295, -96.7202132 32.8291231, -96.7178029 32.7881515, -96.6079396 32.7939238, -96.5502614 32.7846879, -96.5475148 32.8527798, -96.5447524 32.8567094, -96.5375802 32.8592688, -96.5387671 32.8622933, -96.5369361 32.865541, -96.5416783 32.8683528, -96.5473649 32.8652891, -96.5535661 32.8620089, -96.5603036 32.8636667, -96.5653958 32.8627656, -96.5703168 32.8660456, -96.5784423 32.8660444, -96.586257 32.8719476, -96.6281424 32.8700732, -96.6902676 32.8961295))",true,null
410,"Danbury, CT",3846,CT: Danbury,"POLYGON ((-73.5237379 41.4679156, -73.5402174 41.3772965, -73.4688062 41.319564, -73.3479566 41.4082036, -73.5237379 41.4679156))",true,null
1047,"Dandridge, TN",4624,TN: Dandridge,"POLYGON ((-83.5568848 36.021945, -83.540577 35.9923668, -83.378861741760772 36.0277543313556, -83.406148777218874 36.065118193352539, -83.5568848 36.021945))",true,null
1115,"Dansville, NY",4695,NY: Dansville,"POLYGON ((-77.7141278 42.5920989, -77.7395336 42.5733925, -77.6955883 42.5369749, -77.663316 42.556198, -77.7141278 42.5920989))",false,null
625,"Danville, IL",4085,IL: Danville,"POLYGON ((-87.6528705 40.1949648, -87.7160419 40.1004898, -87.6212848 40.0374335, -87.494942 40.1225457, -87.6528705 40.1949648))",true,null
832,"Danville, KY",4396,KY: Danville,"POLYGON ((-84.8268955 37.7045789, -84.8241489 37.6089041, -84.744498 37.5936718, -84.6978061 37.6176069, -84.6978061 37.6763242, -84.8268955 37.7045789))",true,null
622,"Davenport, IL",4081,IL: Davenport,"POLYGON ((-90.7235052 41.5137007, -90.5257513 41.3736986, -90.2895452 41.5219267, -90.5532171 41.6698161, -90.7235052 41.5137007))",true,null
226,"Daytona Beach, FL",3830,FL: Daytona Beach,"POLYGON ((-80.9498432737978 29.115096317092302, -80.9388569456064 29.109097304318595, -80.91551099819958 29.071895620379102, -80.8605793572425 28.991446102616006, -80.98966871349168 28.9974519622668, -81.0734394659512 29.135490343755396, -81.10639845052539 29.195449321592804, -81.1073529633002 29.198240678751706, -81.16484271781513 29.198240678751706, -81.20098517563031 29.25287247, -81.16484271781513 29.307475100658294, -81.14114192329632 29.307475100658294, -81.1475971812432 29.3356163198843, -81.05558668264008 29.3392078174495, -80.9498432737978 29.115096317092302))",true,null
226,"Daytona Beach, FL",3831,FL: Flagler Beach,"POLYGON ((-81.148970472267209 29.340721018632333, -81.0610798467359 29.345509414130849, -81.176436292745734 29.596583673629848, -81.260207045205277 29.59300127982273, -81.148970472267209 29.340721018632333))",true,null
577,"Decater, AL",4027,AL: Decatur,"POLYGON ((-86.981306 34.623931, -86.994576 34.623931, -86.995435 34.624461, -86.995515 34.623931, -87.053591 34.623931, -87.089733 34.572401, -87.053591 34.520839, -87.05233 34.520839, -87.048329 34.515128, -87.011942 34.515128, -87.02702 34.415134, -86.94325 34.38454, -86.752362 34.461571, -86.823773 34.519298, -86.91853 34.576984, -86.968948 34.608113, -86.976044 34.618227, -86.977304 34.618227, -86.981306 34.623931))",true,null
624,"Decatur, IL",4084,IL: Decatur,"POLYGON ((-89.1006742 39.9519403, -89.0835081 39.7452918, -88.7752043 39.7437079, -88.8026701 39.9556248, -89.1006742 39.9519403))",true,null
690,"Decatur, TX",4178,TX: Decatur,"POLYGON ((-97.559491 33.282687, -97.631776 33.282687, -97.667918 33.230339, -97.631776 33.177959, -97.559491 33.177959, -97.523348 33.230339, -97.559491 33.282687))",true,null
863,"Defiance, OH",4430,OH: Defiance,"POLYGON ((-84.3839986 41.3166068, -84.4499166 41.2763681, -84.3647726 41.2299081, -84.2851217 41.2980382, -84.3577274 41.3191953, -84.3839986 41.3166068))",true,null
1062,"Dekalb, IL",4642,IL: Dekalb,"POLYGON ((-88.7999457 41.9513944, -88.7807197 41.890085, -88.6900825 41.898263, -88.631475806989386 42.031640824010658, -88.681204403959825 42.037056863743373, -88.7999457 41.9513944))",true,null
931,"Del Rio, TX",4508,TX: Del Rio,"POLYGON ((-100.89797426591164 29.414180782474709, -100.92111783208509 29.41853953946859, -100.93475230773917 29.391224886541536, -100.9155198 29.3670664, -100.9415265 29.3478407, -100.9146615 29.3348969, -100.8704587 29.3570426, -100.8597299 29.3695348, -100.8686563 29.3774632, -100.8821317 29.368712, -100.887449551456 29.396003997889466, -100.89797426591164 29.414180782474709))",true,null
416,"Delaware, DE",3852,DE: Delaware,"POLYGON ((-75.7663731 39.5405365, -75.6894688 38.439017, -74.9698643 38.439017, -75.0632481 38.9363947, -75.7663731 39.5405365))",true,null
881,"Delaware, OH",4450,OH: Delaware,"POLYGON ((-82.99494430904721 40.25999260798733, -82.96061303436971 40.21459961, -82.99675549218486 40.16677897868651, -83.06904040781515 40.16677897868651, -83.10518286563033 40.21459961, -83.0869654225714 40.23869060186092, -83.1280202 40.2521205, -83.13900649999998 40.3254482, -83.03600969999998 40.3725455, -82.99494430904721 40.25999260798733))",true,null
868,"Delphos, OH",4435,OH: Delphos,"POLYGON ((-84.1706072 41.007279, -84.4095598 40.9097928, -84.4068132 40.6831539, -84.0113054 40.6977319, -84.1706072 41.007279))",true,null
862,"Delta, OH",4429,OH: Delta,"POLYGON ((-84.0805013 41.6745596, -84.0818746 41.5482678, -83.8594015 41.5677925, -83.8786276 41.6807138, -84.0805013 41.6745596))",true,null
1165,"Deltaville, VA",4885,VA: Deltaville,"POLYGON ((-76.312452 37.504151, -76.27631 37.553796, -76.312452 37.603408, -76.384737 37.603408, -76.420879 37.553796, -76.384737 37.504151, -76.312452 37.504151))",false,null
434,"Denton, MD",3870,MD: Denton,"POLYGON ((-75.8279098 38.9183192, -75.8811248 38.8597959, -75.8079971 38.8354638, -75.7626784 38.9030917, -75.8279098 38.9183192))",true,null
235,"Denver, CO",2903,CO: Aurora,"POLYGON ((-104.843358 39.825053, -104.823036 39.798015, -104.866626 39.798168, -104.866626 39.812938, -104.902957 39.812938, -104.902956 39.812906, -104.902956 39.812818, -104.90483 39.812823, -104.908549 39.812834, -104.908891 39.777958, -104.886576 39.777958, -104.886576 39.635595, -104.834047 39.635859, -104.834047 39.6229, -104.829841 39.622856, -104.802296 39.622564, -104.798238 39.622526, -104.79418 39.622496, -104.790114 39.622433, -104.785994 39.622511, -104.780539 39.622615, -104.769664 39.622822, -104.738101 39.622765, -104.735849 39.62279, -104.733998 39.62281, -104.729916 39.622854, -104.72187 39.622902, -104.720102 39.622922, -104.717992 39.622947, -104.715435 39.622971, -104.714167 39.622983, -104.71258 39.623002, -104.710369 39.623028, -104.708475 39.623033, -104.706508 39.623056, -104.712569 39.673082, -104.679388 39.673082, -104.643245 39.721249, -104.679388 39.769382, -104.751673 39.769382, -104.752478 39.76831, -104.752426 39.776959, -104.734931 39.776959, -104.698788 39.825053, -104.734931 39.873114, -104.807215 39.873114, -104.843358 39.825053))",true,null
235,"Denver, CO",2912,CO: Boulder,"POLYGON ((-105.286118 39.9680675, -105.2400698 39.9681004, -105.2400698 39.9730996, -105.17592139999999 39.9735395, -105.1466154 39.9734457, -105.1473471 40.031246, -105.0874473 40.0317387, -105.0866053 39.9709536, -105.0286135 39.9706781, -105.0326907 40.2966514, -105.1507937 40.2971752, -105.1508058 40.2007107, -105.2826419 40.0643357, -105.2822985 40.0438379, -105.3028979 40.0441008, -105.3028979 39.9994049, -105.2864184 39.9994049, -105.286118 39.9680675))",true,null
235,"Denver, CO",3768,CO: Castle Rock,"POLYGON ((-104.91812000710358 39.5325731402215, -104.79246387832681 39.53310272238904, -104.70663318927161 39.530984369480414, -104.70388660722186 39.461042468604695, -104.8274827994613 39.46157259600783, -104.82816944497375 39.408539870996286, -104.7842241321775 39.37457774337059, -104.79452381486412 39.35068822536598, -104.87348804879488 39.3517501552246, -104.92773304427774 39.388907531863644, -104.9167467160787 39.51509466247738, -104.91812000710358 39.5325731402215))",true,null
235,"Denver, CO",2904,CO: Centennial,"POLYGON ((-104.92021731683451 39.632179466531994, -104.92022593292782 39.62962849545697, -104.91958580595966 39.580338824076804, -104.91804859829813 39.533197766127714, -104.89118638076141 39.532853222960796, -104.83975772711564 39.53364083113713, -104.79720171730973 39.53400621230411, -104.77542525971982 39.533572838171104, -104.75073699845669 39.53295036055999, -104.70425520583403 39.53175508036308, -104.70490651663457 39.593660038076045, -104.70651628239237 39.62295183673808, -104.70847418010437 39.62292954472297, -104.71036770443229 39.62292378066316, -104.71416548214148 39.622879196620424, -104.71799008207364 39.62284287653285, -104.72186832614125 39.622798292451336, -104.72991449344056 39.62275044417725, -104.73399658585903 39.62270586002912, -104.7381001361896 39.622661275857844, -104.76966253846506 39.62271780260611, -104.78599090923902 39.622407241308586, -104.79011323488987 39.62232960077375, -104.79418191647692 39.62239244892066, -104.79823986944277 39.62242224089698, -104.80229782280762 39.62246029688945, -104.8341821 39.6227978, -104.8341821 39.6357545, -104.8867105 39.6354901, -104.92032444349628 39.63602168676223, -104.92021731592823 39.63376211478122, -104.92021731683451 39.632179466531994))",true,null
235,"Denver, CO",2908,CO: Downtown Denver,"POLYGON ((-105.0422124 39.727118, -104.9447088 39.726854, -104.9443655 39.7785883, -104.9090265 39.7778544, -104.9086831 39.8129381, -104.9088548 39.8151797, -105.0040962 39.8152479, -105.0042263 39.7994731, -105.0412174 39.7990268, -105.0422124 39.727118))",true,null
235,"Denver, CO",2906,CO: Englewood,"POLYGON ((-104.9090265 39.7778544, -104.9443655 39.7785883, -104.9447088 39.726854, -105.0422124 39.727118, -105.04227532102831 39.679925628989864, -105.04232236405468 39.67345580725302, -105.04122287503291 39.67200693893671, -105.02029475353197 39.65112155906463, -105.01970619233931 39.635660969329784, -104.97293023689066 39.63589243491634, -104.94998765214481 39.63589383347356, -104.92682237175278 39.63595239910832, -104.8867105 39.6354901, -104.8867105 39.7778544, -104.9090265 39.7778544))",true,null
235,"Denver, CO",2913,CO: Fort Collins,"POLYGON ((-104.834911 40.479549, -104.871054 40.527149, -104.934643 40.527149, -104.935874 40.623958, -105.141352 40.623958, -105.142554 40.54365, -105.118521 40.54365, -105.119208 40.413599, -105.152167 40.413076, -105.150795 40.297278, -105.120297 40.297143, -105.03269 40.296754, -104.965995 40.296579, -104.932991 40.296492, -104.933056 40.287863, -104.895804 40.287863, -104.891465 40.28213, -104.819181 40.28213, -104.783038 40.329869, -104.808565 40.363566, -104.933149 40.363411, -104.933718 40.363411, -104.934608 40.464266, -104.934149 40.464276, -104.930297 40.464319, -104.848194 40.464478, -104.846347 40.464482, -104.834911 40.479549))",true,null
235,"Denver, CO",2914,CO: Frederick,"POLYGON ((-105.0304903 40.0865141, -105.0288837 40.0096586, -104.9666141 40.0093541, -104.9665631 40.021766, -104.7727094 40.0218027, -104.7741168 40.1147052, -104.8867267 40.1152303, -104.88604 40.2343263, -104.9335902 40.2345884, -104.933127 40.2963896, -105.0326907 40.2966514, -105.0304903 40.0865141))",true,null
235,"Denver, CO",2915,CO: Greeley,"POLYGON ((-104.63250328436969 40.35029984, -104.66864574218485 40.30257505645901, -104.74093065781514 40.30257505645901, -104.77707311563032 40.35029984, -104.7669048924662 40.36372052132391, -104.93358410306023 40.36351355831123, -104.9344726949607 40.46416617385837, -104.93414564371147 40.46417309584399, -104.93029549157063 40.464216504827746, -104.64099559999998 40.464777, -104.6404806 40.3638775, -104.6427882837145 40.36387463459563, -104.63250328436969 40.35029984))",true,null
235,"Denver, CO",2911,CO: Henderson,"POLYGON ((-104.9030913 39.8129217, -104.90340125572317 39.84748518807896, -104.80253933081698 39.882239454622464, -104.6621646 40.0217988, -104.9665631 40.021766, -104.9666141 40.0093541, -104.9658078 39.9795905, -104.9867641 39.9795419, -104.9884672 39.8152321, -104.9088548 39.8151797, -104.9086831 39.8129381, -104.9030913 39.8129217))",true,null
235,"Denver, CO",2909,CO: Lakewood,"POLYGON ((-105.1526277 39.6735721, -105.0423629 39.6734468, -105.0422124 39.727118, -105.0412174 39.7990268, -105.0042263 39.7994731, -105.0040962 39.8152479, -105.1903932 39.8169127, -105.1903932 39.7754986, -105.2185457 39.7683739, -105.2254121 39.7768179, -105.2405183 39.7768179, -105.2405183 39.7551782, -105.2333689459182 39.739305102273406, -105.2000063 39.7274588, -105.2000063 39.7134628, -105.1526277 39.7134628, -105.1526277 39.6735721))",true,null
235,"Denver, CO",3606,CO: Littleton,"POLYGON ((-104.9177481955395 39.51448134762625, -104.99702790783338 39.515626683412954, -105.0314715281558 39.53005629634157, -105.0910519364921 39.540432883737765, -105.11057839692266 39.55451756692943, -105.12931813285358 39.56612204444967, -105.13755800841733 39.57840529122027, -105.15273833472259 39.673510533676634, -105.12557819754936 39.67346174884279, -105.09773141848605 39.67334690024756, -105.04238118090434 39.673381457371306, -105.03135721741309 39.662067909042484, -105.02033325085792 39.651016848573086, -105.0197429916809 39.63565191804086, -104.92039326527974 39.63592242123672, -104.9177481955395 39.51448134762625))",true,null
235,"Denver, CO",4958,CO: Platteville,"POLYGON ((-104.749935 40.21697, -104.786078 40.264755, -104.858362 40.264755, -104.886076 40.228117, -104.886203 40.20599, -104.858362 40.169151, -104.786078 40.169151, -104.749935 40.21697))",true,null
235,"Denver, CO",2910,CO: Westminster,"POLYGON ((-105.19052794729262 39.80846843499177, -105.20054065781513 39.80846843499177, -105.2366831156303 39.85654068, -105.20054065781513 39.904579276466556, -105.12825574218483 39.904579276466556, -105.10991085537835 39.88020045272211, -105.11000340000001 39.9222152, -105.1751758 39.922541, -105.17591988965286 39.973436231783154, -105.14647933419168 39.9733420009675, -105.14721105381052 40.0311439378445, -105.08758060978327 40.03163442302495, -105.08673863380454 39.97085096505189, -105.02847744990947 39.97057418487927, -105.02878180797747 39.99496172345353, -105.02888298435435 40.009555386506705, -104.96674609720613 40.00925153501809, -104.96594536421688 39.97969343462986, -104.98689778324169 39.979644843703475, -104.98860083132774 39.81534030530679, -105.00409535338123 39.81535140052772, -105.19052794729262 39.81701740970777, -105.19052794729262 39.80846843499177))",true,null
565,"Denver, NC",4013,NC: Denver,"POLYGON ((-81.0658147 35.5240581, -81.0579183 35.3951419, -80.9487417 35.3959815, -80.971401 35.5288081, -81.0658147 35.5240581))",true,null
296,"Des Moines, IA",4074,IA: Des Moines,"POLYGON ((-93.6075966 41.7578481, -93.7615414 41.7261375, -93.887748 41.6327461, -93.8410561 41.5197407, -93.7092201 41.4703673, -93.4510414 41.5074009, -93.38787 41.7025051, -93.6075966 41.7578481))",true,null
200,"Detroit, MI",3523,MI: Ann Arbor,"POLYGON ((-83.68650019999998 42.3177551, -83.53410093047667 42.311266262381935, -83.53031342863696 42.25709349784437, -83.52980474474995 42.24954528264496, -83.52978595170872 42.24954528264496, -83.52585370137598 42.193246161336496, -83.47925815637703 42.19353872807299, -83.50787915218484 42.15680038194741, -83.58016406781515 42.15680038194741, -83.61630652563029 42.20318985, -83.61096193617198 42.21004683425867, -83.7786933 42.2215255, -83.7987663 42.2422395, -83.800151 42.2891193, -83.7386227 42.3221169, -83.68650019999998 42.3177551))",true,null
200,"Detroit, MI",3521,MI: Auburn Hills,"POLYGON ((-83.310524 42.605308, -83.31039 42.605479, -83.281546 42.584025, -83.255931 42.580414, -83.255931 42.580494, -83.227438 42.580585, -83.230183 42.692566, -83.230051 42.692569, -83.230734 42.705748, -83.307784 42.706572, -83.311392 42.711165, -83.345408 42.711165, -83.341215 42.7165, -83.377358 42.762477, -83.449642 42.762477, -83.485785 42.7165, -83.465099 42.69017, -83.480147 42.69017, -83.51629 42.64414, -83.480147 42.598076, -83.407863 42.598076, -83.401736 42.605886, -83.392046 42.593531, -83.362064 42.593531, -83.36229 42.596773, -83.337802 42.625204, -83.310524 42.605308))",true,null
